accommodates,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
3,1.0,1.0,2.0,$135.00,$75.00,$500.00,2,20,23
2,0.0,1.0,1.0,$125.00,$100.00,$400.00,3,1125,19
3,1.0,1.0,1.0,$100.00,,,1,1125,3
2,1.0,1.0,1.0,$80.00,,,1,1125,0
9,3.0,2.5,4.0,$178.00,$80.00,$200.00,3,1125,4
3,2.0,1.0,2.0,$125.00,,,3,1125,7
1,1.0,1.0,1.0,$65.00,,,1,1125,3
4,1.0,1.0,2.0,$86.00,$10.00,,2,1125,5
2,1.0,1.0,1.0,$55.00,$40.00,,5,365,42
4,0.0,1.0,1.0,$114.00,,,2,3,0
2,1.0,1.0,1.0,$165.00,$75.00,,5,1125,1
2,1.0,1.0,2.0,$70.00,$50.00,$300.00,3,1125,2
4,1.0,1.5,1.0,$90.00,$20.00,$100.00,1,60,9
2,1.0,1.0,1.0,$89.00,$50.00,,1,1125,7
1,1.0,1.5,1.0,$80.00,,,1,1125,2
4,2.0,1.5,2.0,$105.00,$120.00,"$1,000.00",4,1125,8
2,1.0,1.5,1.0,$90.00,$30.00,$250.00,2,3,35
1,1.0,1.0,1.0,$70.00,$15.00,$175.00,2,1125,1
4,1.0,1.0,1.0,$135.00,$65.00,$150.00,1,1125,111
6,2.0,2.5,4.0,$180.00,$100.00,$300.00,3,1125,29
4,2.0,1.0,3.0,$160.00,$50.00,$300.00,3,11,3
5,2.0,1.0,3.0,$149.00,$90.00,$300.00,3,1125,6
3,1.0,1.0,1.0,$249.00,,,1,1125,1
4,2.0,1.0,2.0,$149.00,$75.00,,1,1125,8
2,1.0,1.0,1.0,$64.00,,,2,11,30
2,1.0,1.0,1.0,$149.00,$45.00,$150.00,4,21,6
1,1.0,1.5,1.0,$90.00,$25.00,,1,1125,8
2,1.0,1.0,2.0,$150.00,,,2,5,0
4,1.0,1.0,2.0,$179.00,$65.00,,2,1125,15
4,1.0,1.0,3.0,$159.00,$55.00,,2,1125,20
2,1.0,1.0,1.0,$220.00,,,2,1125,23
3,1.0,1.0,1.0,$117.00,$60.00,$100.00,2,4,6
4,2.0,1.0,2.0,$84.00,$90.00,,2,1125,1
2,1.0,1.0,1.0,$105.00,$25.00,$275.00,2,1125,0
4,0.0,1.0,2.0,$175.00,,,3,90,3
2,1.0,1.0,2.0,$175.00,$35.00,,1,1125,0
2,1.0,1.0,1.0,$75.00,$75.00,,3,120,0
6,2.0,1.5,2.0,$234.00,$115.00,$300.00,3,1125,7
2,1.0,1.0,1.0,$80.00,,,1,1125,2
4,1.0,1.0,2.0,$129.00,$25.00,$150.00,1,1125,10
10,2.0,1.5,4.0,$194.00,$24.00,,2,29,70
2,1.0,1.0,1.0,$75.00,$25.00,$95.00,1,1125,0
2,0.0,1.0,1.0,$80.00,$45.00,,3,1125,8
9,3.0,2.0,3.0,$225.00,$135.00,$300.00,3,1125,2
2,1.0,1.0,1.0,$125.00,$25.00,,1,1125,0
6,3.0,2.5,4.0,$300.00,$150.00,$300.00,2,1125,8
5,1.0,1.0,3.0,$130.00,,$150.00,2,1125,51
1,1.0,1.5,1.0,$56.00,,,4,1125,1
2,1.0,1.0,1.0,$105.00,,,1,1125,0
6,2.0,2.5,3.0,$245.00,$140.00,$250.00,7,1125,0
4,1.0,1.0,1.0,$95.00,$35.00,$100.00,2,365,98
8,2.0,1.0,5.0,$140.00,$75.00,$250.00,2,30,6
2,1.0,1.0,1.0,$75.00,$25.00,,2,1125,17
2,1.0,1.5,1.0,$79.00,,$150.00,6,1125,8
3,1.0,1.0,1.0,$115.00,$50.00,$100.00,2,7,15
5,2.0,1.0,2.0,$225.00,$50.00,$500.00,1,1125,0
4,1.0,1.0,1.0,$229.00,$80.00,,3,90,0
6,2.0,1.0,5.0,$250.00,,,3,90,10
2,1.0,1.0,1.0,$40.00,,,4,1125,0
6,2.0,1.5,2.0,$150.00,$100.00,,3,1125,6
3,1.0,1.0,1.0,$129.00,,,2,1125,8
4,2.0,2.5,2.0,$225.00,$40.00,,2,365,16
5,2.0,2.5,2.0,$300.00,$100.00,$500.00,2,360,0
6,1.0,1.0,2.0,$95.00,$30.00,,1,1125,1
4,1.0,1.0,2.0,$125.00,$70.00,$350.00,3,28,23
4,2.0,1.0,2.0,$185.00,,,3,1125,0
2,1.0,1.0,1.0,$90.00,,,2,5,18
4,2.0,2.0,2.0,$198.00,$60.00,$198.00,1,1125,1
4,1.0,1.0,2.0,$120.00,$35.00,$300.00,2,7,75
2,1.0,1.5,1.0,$150.00,,$200.00,3,150,10
8,3.0,2.5,4.0,$260.00,$150.00,$100.00,3,180,38
3,1.0,1.0,1.0,$99.00,,,1,7,18
1,1.0,1.0,1.0,$140.00,,,1,1125,0
2,1.0,1.0,1.0,$99.00,$25.00,,1,7,11
2,1.0,1.0,1.0,$75.00,$20.00,,1,1125,2
2,0.0,1.0,1.0,$100.00,$70.00,,2,14,1
2,1.0,1.0,1.0,$150.00,$50.00,$500.00,1,1125,1
1,1.0,1.5,1.0,$89.00,$13.00,,1,1125,35
4,1.0,1.0,2.0,$115.00,$55.00,$200.00,4,1125,6
3,1.0,1.0,1.0,$165.00,,,1,1125,21
3,1.0,1.0,1.0,$108.00,$20.00,,1,1125,4
2,1.0,1.0,1.0,$165.00,,,3,1125,3
1,1.0,1.0,1.0,$45.00,,,1,1125,8
4,1.0,1.0,2.0,$119.00,$75.00,$150.00,1,1125,0
4,1.0,1.0,2.0,$85.00,$200.00,$150.00,1,1125,0
3,0.0,1.0,2.0,$93.00,$100.00,,6,1125,3
4,0.0,1.0,2.0,$108.00,$20.00,,2,7,30
4,0.0,1.0,2.0,$126.00,$25.00,,1,1125,26
2,1.0,1.0,1.0,$75.00,$25.00,,1,1125,0
2,0.0,1.0,1.0,$100.00,,$500.00,2,1125,9
2,0.0,1.0,1.0,$82.00,$20.00,$200.00,1,1125,2
2,1.0,1.0,1.0,$100.00,,,1,7,5
2,1.0,1.0,1.0,$110.00,,,3,30,1
4,,1.0,1.0,$149.00,$45.00,$100.00,4,365,34
5,1.0,1.0,2.0,$149.00,,$800.00,1,1125,3
2,1.0,1.0,1.0,$125.00,,,1,1125,0
3,1.0,1.0,2.0,$105.00,$65.00,$200.00,1,1125,15
4,0.0,1.0,1.0,$91.00,$50.00,,1,1125,0
6,2.0,2.0,4.0,$209.00,$95.00,$250.00,1,1125,1
3,1.0,,1.0,$200.00,,,7,7,0
4,2.0,1.0,2.0,$124.00,$49.00,,2,1125,37
2,1.0,1.5,1.0,$99.00,,,2,365,80
2,1.0,1.0,1.0,$109.00,$25.00,,2,14,19
4,2.0,2.0,2.0,$149.00,$75.00,,1,1125,2
2,0.0,1.0,1.0,$146.00,$40.00,,1,1125,33
6,2.0,2.5,2.0,$190.00,$85.00,$500.00,2,1125,35
2,1.0,1.0,1.0,$145.00,$40.00,,3,1125,6
6,2.0,2.0,3.0,$185.00,$80.00,$200.00,6,1125,8
3,1.0,1.0,1.0,$140.00,$115.00,$500.00,1,30,10
4,1.0,1.0,1.0,$130.00,$40.00,,2,1125,1
4,1.0,1.0,2.0,$149.00,$29.00,$150.00,14,1125,17
2,1.0,1.0,1.0,$85.00,,,1,60,248
2,1.0,1.0,1.0,$160.00,$65.00,$500.00,2,1125,16
4,1.0,1.0,2.0,$99.00,,,1,1125,3
3,1.0,1.0,1.0,$117.00,$50.00,$220.00,1,1125,3
3,1.0,1.0,1.0,$100.00,,,5,1125,1
3,0.0,1.0,2.0,$93.00,$52.00,$150.00,4,365,0
2,1.0,1.0,1.0,$107.00,,,1,1125,16
2,1.0,1.0,1.0,$150.00,$50.00,$200.00,2,90,22
4,1.0,1.0,2.0,$129.00,$75.00,$150.00,1,1125,0
2,0.0,1.0,1.0,$95.00,$40.00,,2,1125,20
3,1.0,1.0,1.0,$140.00,,,3,1125,4
2,1.0,1.0,1.0,$125.00,,,1,1125,1
2,0.0,1.0,1.0,$100.00,,,1,1125,8
2,1.0,1.0,1.0,$130.00,$25.00,,1,7,6
2,1.0,2.0,1.0,$60.00,,,1,1125,0
2,1.0,1.0,1.0,$140.00,,,2,7,28
2,0.0,1.0,1.0,$85.00,,$150.00,2,1125,13
4,1.0,,1.0,$118.00,$100.00,$300.00,3,365,25
1,0.0,1.0,1.0,$139.00,,,1,5,14
3,0.0,1.0,2.0,$115.00,$50.00,,2,7,20
3,0.0,1.0,1.0,$89.00,,$200.00,1,10,0
6,2.0,1.0,4.0,$189.00,$95.00,$250.00,1,1125,1
2,1.0,1.0,1.0,$90.00,$95.00,$400.00,3,1125,3
1,1.0,1.0,1.0,$70.00,,,1,1125,1
4,0.0,1.0,2.0,$80.00,,,6,21,1
2,1.0,1.0,1.0,$65.00,,,1,1125,0
3,1.0,1.0,1.0,$125.00,$100.00,$500.00,5,30,16
6,2.0,1.0,4.0,$199.00,$95.00,$250.00,1,1125,0
3,0.0,1.0,1.0,$115.00,,,1,1125,0
2,1.0,1.0,1.0,$125.00,$55.00,,1,10,0
3,1.0,1.5,1.0,$168.00,$65.00,$250.00,2,1125,5
1,1.0,1.0,1.0,$75.00,$45.00,$125.00,2,5,4
2,1.0,1.5,1.0,$150.00,$50.00,$100.00,2,1125,2
2,1.0,1.0,1.0,$84.00,,$100.00,2,1125,17
2,1.0,1.0,1.0,$75.00,,,2,1125,6
5,2.0,2.0,2.0,$163.00,$80.00,,2,1125,2
1,1.0,1.0,1.0,$95.00,$50.00,$300.00,4,365,2
2,1.0,1.0,1.0,$95.00,$16.00,,2,8,69
4,2.0,1.0,3.0,$200.00,,,1,1125,3
4,1.0,1.0,1.0,$150.00,$100.00,$200.00,2,14,18
3,0.0,1.0,2.0,$138.00,,,2,150,68
4,1.0,1.0,1.0,$90.00,$80.00,,2,30,1
1,1.0,1.0,1.0,$100.00,$100.00,$300.00,14,45,0
2,1.0,1.0,1.0,$115.00,$50.00,,1,1125,37
8,3.0,2.0,5.0,$246.00,$105.00,$300.00,4,1125,0
6,2.0,1.0,4.0,$199.00,$95.00,$250.00,1,1125,0
2,,1.0,1.0,$125.00,$45.00,$100.00,4,365,31
1,1.0,1.0,1.0,$43.00,,,1,1125,1
2,1.0,1.0,1.0,$139.00,,,2,7,6
8,3.0,2.5,4.0,$550.00,$200.00,,3,1125,8
1,1.0,4.0,1.0,$79.00,,,5,365,5
7,3.0,2.0,3.0,$250.00,$10.00,$100.00,2,1125,1
6,2.0,2.0,4.0,$199.00,$95.00,$250.00,1,1125,0
6,1.0,1.0,4.0,$129.00,$65.00,$500.00,2,1125,118
4,1.0,1.0,1.0,$99.00,$35.00,$150.00,6,30,16
4,2.0,1.0,2.0,$128.00,,,1,1125,9
6,2.0,1.0,3.0,$210.00,$50.00,,2,14,5
4,1.0,1.0,1.0,$119.00,$20.00,,3,1125,1
2,0.0,1.0,1.0,$95.00,,,1,1125,2
2,1.0,1.0,1.0,$120.00,,,2,60,108
2,1.0,1.0,1.0,$90.00,$30.00,,2,1125,18
2,1.0,1.0,1.0,$115.00,,,2,1125,4
2,1.0,1.0,1.0,$160.00,,,2,7,12
2,1.0,1.0,1.0,$25.00,,,1,1125,1
2,1.0,1.0,1.0,$70.00,,,3,1125,57
3,0.0,1.0,1.0,$175.00,$20.00,$150.00,1,1125,5
2,1.0,1.0,1.0,$101.00,$65.00,$250.00,1,1125,0
2,1.0,1.0,1.0,$85.00,$20.00,,1,1125,0
3,1.0,1.0,1.0,$170.00,$25.00,$200.00,3,14,49
4,1.0,1.0,2.0,$159.00,$75.00,$150.00,1,1125,0
3,2.0,1.0,2.0,$200.00,$70.00,,1,1125,6
2,1.0,1.0,1.0,$139.00,$50.00,$150.00,2,90,0
3,1.0,1.0,1.0,$275.00,,,1,1125,11
1,1.0,1.0,1.0,$159.00,$15.00,,1,1125,1
2,1.0,1.0,1.0,$97.00,$80.00,,3,1125,2
4,1.0,1.0,2.0,$110.00,$25.00,,1,1125,1
3,2.0,2.0,3.0,$169.00,$75.00,$250.00,3,1125,34
2,1.0,1.5,1.0,$100.00,,,1,1125,3
1,1.0,1.0,1.0,$99.00,$50.00,$250.00,3,1125,22
1,1.0,1.0,1.0,$225.00,,,1,1125,0
1,1.0,1.0,1.0,$80.00,$10.00,$150.00,1,30,68
2,1.0,1.0,1.0,$110.00,,,1,1125,10
2,1.0,1.0,1.0,$95.00,$35.00,,2,1125,11
4,1.0,1.0,2.0,$95.00,,$200.00,2,31,46
2,1.0,1.0,1.0,$159.00,$75.00,$300.00,3,180,12
2,0.0,1.0,1.0,$150.00,,$100.00,3,30,3
1,1.0,1.0,1.0,$90.00,,,1,4,77
2,1.0,1.0,1.0,$101.00,$65.00,$250.00,2,1125,0
1,0.0,1.0,1.0,$149.00,,,1,1125,0
1,1.0,2.0,1.0,$89.00,$13.00,,1,1125,13
1,1.0,1.0,1.0,$60.00,,,1,5,1
3,1.0,1.0,1.0,$99.00,$80.00,,3,1125,1
2,1.0,1.0,1.0,$125.00,$55.00,$250.00,3,14,3
2,0.0,1.0,1.0,$120.00,,,2,1125,7
5,2.0,1.0,5.0,$180.00,$75.00,$200.00,3,1125,4
3,1.0,1.0,1.0,$115.00,$15.00,,2,1125,0
2,1.0,1.0,1.0,$109.00,$60.00,$500.00,1,1125,22
6,2.0,2.5,2.0,$399.00,$125.00,"$1,500.00",2,1125,1
4,1.0,2.0,2.0,$185.00,$40.00,,1,5,2
2,1.0,1.0,1.0,$90.00,$15.00,,3,100,67
3,1.0,2.0,2.0,$209.00,$70.00,$500.00,3,1125,9
3,1.0,1.0,1.0,$139.00,$75.00,$200.00,3,1125,9
2,0.0,1.0,1.0,$125.00,,,1,1125,6
3,2.0,2.0,2.0,$165.00,,,3,1125,0
3,1.0,1.0,1.0,$108.00,,,4,1125,0
3,1.0,1.0,1.0,$120.00,$80.00,,3,90,21
3,2.0,2.0,1.0,$150.00,,,1,1125,0
4,2.0,2.0,2.0,$295.00,$125.00,$950.00,4,100,31
2,1.0,1.0,1.0,$110.00,$60.00,,2,1125,8
5,2.0,2.0,2.0,$225.00,$50.00,,1,5,1
1,1.0,1.0,1.0,$55.00,$25.00,,1,60,7
3,1.0,1.0,1.0,$119.00,$50.00,$300.00,1,1125,0
1,1.0,1.0,1.0,$78.00,,,1,21,20
3,1.0,1.0,1.0,$139.00,$100.00,$500.00,2,1125,17
2,1.0,1.0,1.0,$85.00,,,2,180,18
2,0.0,1.0,1.0,$82.00,$50.00,$100.00,3,365,11
9,2.0,2.0,6.0,$160.00,,$500.00,1,1125,43
4,1.0,1.0,1.0,$100.00,$50.00,$500.00,3,50,1
2,0.0,1.0,1.0,$125.00,$30.00,$200.00,2,1125,7
6,2.0,2.0,2.0,$130.00,$50.00,$500.00,1,365,6
6,2.0,1.0,2.0,$150.00,,,2,365,15
4,0.0,1.0,1.0,$90.00,,,3,1125,1
2,1.0,1.0,1.0,$80.00,$25.00,$150.00,4,10,19
3,1.0,1.0,1.0,$105.00,$50.00,,1,1125,3
3,1.0,1.0,1.0,$125.00,$75.00,$100.00,3,1125,4
2,0.0,1.0,1.0,$85.00,$25.00,$100.00,4,1125,0
5,1.0,1.0,3.0,$275.00,$150.00,,3,1125,9
1,1.0,1.0,1.0,$79.00,$25.00,$200.00,3,28,1
1,1.0,1.0,1.0,$45.00,,,1,14,39
2,1.0,1.0,1.0,$80.00,,,1,1125,9
2,0.0,1.0,1.0,$60.00,$60.00,$500.00,7,25,0
3,1.0,1.0,1.0,$125.00,,,2,4,0
2,1.0,1.0,1.0,$170.00,,,1,1125,0
2,0.0,1.0,1.0,$102.00,$75.00,$200.00,3,365,29
2,1.0,1.0,1.0,$120.00,$30.00,,2,1125,6
2,0.0,1.0,1.0,$115.00,$10.00,$105.00,1,1125,30
2,1.0,1.0,1.0,$117.00,$95.00,$400.00,3,1125,5
2,1.0,1.0,1.0,$125.00,$85.00,,1,1125,8
4,2.0,2.0,2.0,$199.00,,,1,15,0
1,1.0,1.0,1.0,$60.00,,,1,1125,0
4,1.0,1.0,1.0,$85.00,$15.00,,1,1125,3
2,1.0,1.0,2.0,$135.00,$20.00,$500.00,1,1125,39
2,1.0,1.0,1.0,$99.00,,,1,1125,9
2,1.0,1.0,1.0,$150.00,,,1,1125,12
2,1.0,1.0,1.0,$85.00,,$100.00,2,30,9
2,1.0,1.0,1.0,$125.00,,$105.00,1,1125,1
2,1.0,1.0,1.0,$83.00,$35.00,,2,1125,3
2,1.0,1.0,1.0,$275.00,,,1,1125,0
2,1.0,1.0,1.0,$70.00,,,1,1125,14
2,1.0,1.0,1.0,$99.00,,,5,1125,0
2,1.0,1.0,1.0,$72.00,,,1,1125,4
1,1.0,1.0,1.0,$110.00,,,1,1125,0
3,1.0,1.0,1.0,$165.00,$100.00,,2,7,50
4,1.0,1.0,2.0,$159.00,$75.00,$150.00,1,1125,0
1,1.0,2.0,1.0,$89.00,$13.00,,1,1125,5
2,0.0,1.0,2.0,$99.00,,,2,1125,5
2,1.0,1.0,1.0,$130.00,$40.00,,2,15,4
4,2.0,2.0,3.0,$225.00,$50.00,,1,1125,1
2,1.0,1.0,1.0,$150.00,,,1,1125,4
4,1.0,1.0,2.0,$125.00,$90.00,$150.00,3,365,49
2,1.0,1.0,1.0,$100.00,$50.00,$500.00,1,1125,0
2,2.0,1.0,2.0,$225.00,$75.00,,4,1125,3
2,1.0,1.0,1.0,$105.00,,,4,10,3
2,1.0,1.0,1.0,$119.00,$25.00,,1,1125,0
2,1.0,1.0,1.0,$105.00,,,2,1125,34
2,1.0,1.0,1.0,$51.00,,,1,1125,87
4,2.0,1.5,2.0,$168.00,$30.00,$200.00,2,28,22
2,1.0,1.0,1.0,$110.00,,,1,1125,38
2,1.0,1.5,1.0,$209.00,$150.00,,4,365,7
3,1.0,1.0,1.0,$100.00,,,10,1125,1
3,1.0,1.0,1.0,$102.00,,,2,1125,3
3,1.0,2.0,2.0,$200.00,,$100.00,1,1125,0
4,0.0,1.0,1.0,$75.00,$50.00,,4,1125,6
2,1.0,1.0,1.0,$127.00,,,14,30,0
4,2.0,1.0,2.0,$180.00,$75.00,$300.00,10,20,26
3,1.0,1.0,1.0,$200.00,,,1,1125,0
2,1.0,1.0,1.0,$120.00,,,2,1125,4
1,1.0,1.0,1.0,$50.00,,,4,1125,0
2,1.0,1.0,1.0,$80.00,,,1,1125,15
2,0.0,1.0,1.0,$75.00,$15.00,,1,1125,3
6,2.0,1.0,3.0,$135.00,$40.00,$100.00,1,1125,154
3,1.0,1.0,1.0,$120.00,,,1,1125,10
2,1.0,1.0,1.0,$120.00,,,1,1125,0
2,1.0,1.0,1.0,$89.00,$20.00,,1,1125,0
4,2.0,1.5,3.0,$185.00,$125.00,$300.00,1,31,38
4,2.0,1.0,2.0,$160.00,$125.00,$300.00,7,365,9
6,2.0,1.0,4.0,$189.00,$95.00,$250.00,1,1125,0
3,1.0,1.0,1.0,$99.00,$39.00,$399.00,2,5,15
1,1.0,1.0,1.0,$72.00,$10.00,,3,70,110
4,1.0,1.0,1.0,$125.00,$35.00,,3,1125,8
2,1.0,1.0,1.0,$150.00,,,1,1125,8
4,1.0,1.0,1.0,$155.00,$75.00,$200.00,3,365,14
3,2.0,2.0,2.0,$150.00,,"$2,500.00",14,30,0
3,0.0,1.0,1.0,$80.00,,,1,1125,8
4,1.0,1.0,1.0,$110.00,$50.00,,1,1125,57
2,1.0,1.0,1.0,$130.00,$95.00,$400.00,3,1125,4
4,1.0,1.0,2.0,$99.00,,,2,19,35
1,1.0,1.5,1.0,$68.00,$15.00,$200.00,1,1125,27
2,1.0,2.0,1.0,$80.00,$20.00,$100.00,1,1125,6
4,1.0,1.0,2.0,$200.00,,,2,1125,0
2,1.0,1.0,1.0,$75.00,,,1,1125,10
4,1.0,1.0,1.0,$99.00,$40.00,,3,7,3
4,1.0,1.0,1.0,$70.00,,,1,6,0
4,1.0,1.0,3.0,$85.00,$30.00,,2,1125,35
2,1.0,1.0,1.0,$115.00,,,1,1125,1
1,1.0,1.5,1.0,$80.00,$10.00,$200.00,2,1125,8
1,1.0,2.0,1.0,$40.00,$20.00,,4,365,1
1,1.0,1.0,1.0,$47.00,,,1,1125,3
6,2.0,1.0,5.0,$149.00,$79.00,$150.00,1,365,32
2,1.0,1.5,1.0,$95.00,,$100.00,2,1125,2
2,0.0,1.0,1.0,$110.00,,$150.00,2,1125,14
4,2.0,1.0,2.0,$139.00,$78.00,,2,1125,6
5,1.0,1.0,4.0,$150.00,$70.00,$100.00,1,29,44
2,1.0,1.0,1.0,$50.00,$10.00,,2,1125,47
6,2.0,1.0,3.0,$134.00,$67.00,$290.00,2,365,29
1,1.0,1.0,1.0,$25.00,,,7,1125,2
1,1.0,1.0,1.0,$28.00,,,3,120,0
1,1.0,1.0,1.0,$90.00,,,1,1125,0
2,1.0,1.0,1.0,$90.00,$25.00,,2,1125,6
2,1.0,1.0,1.0,$65.00,$10.00,$100.00,1,1125,41
3,1.0,1.0,2.0,$89.00,$35.00,$95.00,3,30,13
2,1.0,1.0,1.0,$85.00,$20.00,,2,45,5
2,1.0,1.0,1.0,$100.00,$50.00,$150.00,2,1125,6
3,1.0,1.0,1.0,$85.00,$35.00,,3,1125,51
1,1.0,1.0,1.0,$50.00,,,1,1125,1
2,1.0,1.5,1.0,$88.00,,,2,60,11
4,1.0,1.0,1.0,$109.00,$39.00,,2,1125,40
1,1.0,1.0,1.0,$275.00,,,2,2,0
5,3.0,2.5,3.0,$290.00,$75.00,$250.00,3,30,31
4,2.0,1.0,2.0,$175.00,,,2,4,4
2,1.0,1.5,1.0,$117.00,$25.00,$250.00,1,1125,1
6,3.0,2.5,3.0,$350.00,$150.00,,3,1125,0
2,1.0,1.0,1.0,$89.00,,,2,7,169
3,1.0,1.0,1.0,$50.00,$25.00,,1,1125,1
4,1.0,1.0,2.0,$150.00,$125.00,,3,1125,11
2,1.0,1.0,1.0,$90.00,,$200.00,2,1125,1
8,2.0,2.5,4.0,$199.00,$75.00,$200.00,2,1125,15
2,1.0,1.0,1.0,$104.00,,$100.00,1,1125,44
4,1.0,1.0,2.0,$115.00,$40.00,$200.00,2,90,59
2,1.0,1.0,1.0,$75.00,$25.00,,1,1125,1
4,1.0,1.0,1.0,$112.00,$50.00,,2,1125,53
3,1.0,1.0,1.0,$149.00,$30.00,,14,1125,7
4,1.0,1.0,3.0,$200.00,$75.00,$500.00,1,1125,1
2,1.0,1.0,2.0,$120.00,$100.00,$200.00,2,1125,4
4,2.0,1.0,2.0,$200.00,,,1,1125,0
5,2.0,2.0,2.0,$209.00,$75.00,"$1,000.00",5,365,26
1,1.0,1.0,1.0,$70.00,,,14,60,0
4,2.0,1.0,2.0,$120.00,$30.00,$200.00,1,7,10
4,2.0,1.5,2.0,$150.00,,,3,1125,1
4,2.0,1.0,2.0,$95.00,,,1,1125,0
2,1.0,1.0,2.0,$110.00,$25.00,,2,14,1
3,1.0,1.0,1.0,$122.00,,,2,365,69
16,1.0,1.0,2.0,$60.00,$20.00,$200.00,3,60,0
7,3.0,3.5,4.0,$650.00,$60.00,$400.00,1,1125,0
2,1.0,1.0,1.0,$60.00,,$200.00,2,4,6
2,1.0,2.0,1.0,$125.00,$25.00,$200.00,3,1125,14
2,2.0,1.0,2.0,$149.00,$120.00,$600.00,3,270,3
6,2.0,2.5,2.0,$140.00,$25.00,,1,1125,7
2,1.0,1.0,1.0,$168.00,,,2,30,14
8,3.0,2.5,3.0,$189.00,$110.00,$200.00,2,1125,0
2,1.0,2.0,1.0,$75.00,,,2,1120,114
1,1.0,1.0,1.0,$82.00,$20.00,$200.00,2,90,28
4,2.0,2.5,2.0,$179.00,$70.00,$300.00,2,1125,28
2,1.0,1.0,1.0,$72.00,,$95.00,3,365,45
2,1.0,1.0,1.0,$95.00,$35.00,$100.00,2,31,43
4,1.0,2.0,2.0,$145.00,$25.00,$200.00,3,1125,18
2,1.0,1.0,1.0,$60.00,,,1,14,250
2,1.0,1.0,2.0,$60.00,$15.00,,1,30,0
2,1.0,1.0,1.0,$70.00,,,1,14,4
2,1.0,1.0,2.0,$75.00,$15.00,,2,21,17
2,1.0,1.0,1.0,$60.00,,,1,1125,0
3,0.0,1.0,1.0,$135.00,,,1,1125,5
2,1.0,1.0,1.0,$56.00,,,1,1125,0
2,1.0,2.5,1.0,$65.00,,,1,180,93
2,1.0,1.0,1.0,$75.00,,,2,7,68
4,1.0,1.0,2.0,$98.00,$15.00,,1,1125,4
1,1.0,1.0,1.0,$65.00,,,2,5,7
4,1.0,1.0,2.0,$500.00,,,1,1125,0
2,1.0,1.5,1.0,$89.00,,,1,1125,59
1,1.0,1.0,1.0,$300.00,,,1,2,0
6,3.0,2.5,3.0,$249.00,,,3,1125,4
2,1.0,1.0,1.0,$60.00,$30.00,,1,1125,4
4,1.0,1.5,2.0,$79.00,$35.00,$100.00,2,31,33
2,1.0,1.0,1.0,$60.00,$15.00,$100.00,2,1125,1
2,1.0,1.0,1.0,$89.00,,$250.00,1,1125,61
2,1.0,1.0,1.0,$55.00,$25.00,,2,1125,3
2,1.0,1.0,2.0,$75.00,,,5,30,0
3,1.0,1.0,1.0,$100.00,$10.00,$150.00,1,5,3
4,2.0,1.0,2.0,$400.00,$100.00,$300.00,2,6,0
2,1.0,1.0,1.0,$60.00,$10.00,,1,1125,7
2,1.0,1.0,1.0,$75.00,,$95.00,3,1125,45
2,1.0,1.0,1.0,$65.00,$25.00,,1,1125,51
6,2.0,2.0,3.0,$165.00,$30.00,$100.00,2,1125,33
6,2.0,1.0,3.0,$115.00,$50.00,$115.00,1,180,24
2,1.0,1.5,1.0,$85.00,,,2,1125,2
2,1.0,1.0,1.0,$60.00,,,1,7,2
8,2.0,2.0,4.0,"$2,000.00",,,1,1125,0
2,1.0,1.0,1.0,$90.00,$75.00,,2,14,13
4,1.0,1.0,1.0,$150.00,,,1,1125,0
2,1.0,1.0,1.0,$89.00,,,2,10,311
8,4.0,3.5,3.0,$250.00,$150.00,$250.00,1,1125,18
2,1.0,1.0,1.0,$89.00,$10.00,,3,30,42
2,1.0,1.0,1.0,$90.00,$25.00,,2,1125,4
3,1.0,1.0,2.0,$110.00,$45.00,,1,1125,39
2,1.0,1.0,1.0,$100.00,,,3,1125,1
2,1.0,1.0,2.0,$80.00,$10.00,,1,1125,0
2,1.0,1.0,1.0,$100.00,$50.00,$110.00,2,1125,1
2,0.0,1.0,1.0,$500.00,$300.00,"$1,000.00",1,1125,0
5,2.0,1.0,2.0,$400.00,$100.00,$200.00,1,1125,6
8,4.0,1.5,4.0,$285.00,,,2,1125,12
4,1.0,1.5,2.0,$110.00,,,2,1125,2
4,2.0,1.0,3.0,$99.00,,,2,150,23
4,2.0,1.5,2.0,$125.00,$50.00,$500.00,5,100,2
2,1.0,1.0,1.0,$55.00,$10.00,,2,1125,3
3,1.0,1.0,1.0,$120.00,$50.00,$100.00,2,7,1
2,1.0,1.0,1.0,$130.00,$75.00,,1,1125,1
2,1.0,1.0,1.0,$71.00,$40.00,,1,1125,16
6,2.0,2.5,2.0,$250.00,$50.00,$100.00,1,1125,0
3,1.0,1.0,2.0,$80.00,,,1,1125,0
3,1.0,1.0,2.0,$105.00,,,1,6,2
2,1.0,1.0,1.0,$99.00,$35.00,$100.00,1,30,61
2,1.0,1.0,1.0,$75.00,$20.00,,2,1125,20
4,3.0,1.5,2.0,$146.00,$50.00,,1,1125,8
4,1.0,1.0,2.0,$99.00,$100.00,$500.00,2,12,0
6,1.0,1.0,2.0,$60.00,,$300.00,2,730,2
2,1.0,1.5,1.0,$90.00,,,1,1125,2
4,2.0,2.0,2.0,$125.00,,,1,1125,1
4,1.0,1.0,1.0,$80.00,$15.00,,1,30,26
2,1.0,1.0,1.0,$68.00,,,1,1125,2
